GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,SUM_TIME_PLAYED
Lineups,-203903-1626157-1628969-1629011-1630540-,J. Clarkson - K. Towns - M. Bridges - M. Robinson - M. McBride,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,80.0,66.67,1,-0.286,243,163,1,1,500,464,584,587,396,258,396,331,441,485,1,447,464,566,544,1800
Lineups,-203903-1626157-1629011-1630631-1642885-,J. Clarkson - K. Towns - M. Robinson - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,150.0,100.0,-150.0,-100.0,0.0,0.0,0.0,0.0,0.5,0.333,0.667,0.0,0.0,100.0,120.0,100.0,3,-8.0,243,163,1,1,434,464,252,506,396,258,396,331,378,414,579,447,464,142,594,3600
Lineups,-203903-1626157-1629011-1629013-1642278-,J. Clarkson - K. Towns - M. Robinson - L. Shamet - T. Kolek,1610612752,NYK,1,0,1,0.0,1.0,300.0,300.0,212.8,200.0,87.2,100.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.5,1.5,81.3,84.71,70.59,1,0.462,243,442,270,442,463,1,538,41,1,258,1,331,441,485,1,1,1,547,324,2550
Lineups,-203903-1626157-1628384-1628973-1642278-,J. Clarkson - K. Towns - O. Anunoby - J. Brunson - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,138.9,133.3,133.3,100.0,5.6,33.3,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.5,0.694,97.3,115.86,96.55,3,0.5,243,163,1,1,403,134,252,149,396,258,396,331,1,259,1,259,141,174,291,4350
Lineups,-203903-1626157-1628384-1628404-1628969-,J. Clarkson - K. Towns - O. Anunoby - J. Hart - M. Bridges,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,124.1,124.14,103.45,2,0.0,243,163,1,1,452,464,1,249,396,258,396,331,1,414,1,447,464,114,459,2900
Lineups,-203903-1626157-1628384-1628404-1642278-,J. Clarkson - K. Towns - O. Anunoby - J. Hart - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,100.0,100.0,0.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.75,0.6,0.25,0.667,0.667,130.9,114.55,95.45,4,2.0,243,163,1,1,399,268,1,41,396,258,396,331,237,167,479,134,156,186,15,4400
Lineups,-203903-1628969-1628973-1629011-1630631-,J. Clarkson - M. Bridges - J. Brunson - M. Robinson - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,66.7,66.7,-66.7,-66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.0,120.0,120.0,100.0,3,0.0,243,163,1,1,434,464,158,476,396,258,396,331,441,485,579,447,464,142,459,3600
Lineups,-203903-1628969-1629011-1630631-1642885-,J. Clarkson - M. Bridges - M. Robinson - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,200.0,200.0,69.4,100.0,130.6,100.0,0.5,0.0,25.0,1.0,0.0,0.5,0.0,0.667,0.667,152.8,125.22,104.35,2,1.0,243,163,1,1,473,16,252,41,283,258,86,1,441,259,1,134,156,111,56,2300
Lineups,-203903-1628384-1630631-1631110-1642885-,J. Clarkson - O. Anunoby - J. Alvarado - J. Sochan - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,200.0,200.0,300.0,300.0,-100.0,-100.0,1.0,0.0,25.0,1.0,0.0,1.0,0.0,0.333,0.333,62.6,62.61,52.17,1,0.308,243,163,1,1,473,16,584,506,1,258,86,1,441,1,1,384,412,589,394,2300
Lineups,-203903-1628384-1628404-1628973-1642885-,J. Clarkson - O. Anunoby - J. Hart - J. Brunson - M. Diawara,1610612752,NYK,1,0,1,0.0,1.0,100.0,100.0,200.0,200.0,-100.0,-100.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.5,0.5,109.9,109.92,91.6,2,0.333,243,442,270,442,494,268,538,506,396,258,396,1,441,1,1,259,319,228,380,1965
Lineups,-203903-1628384-1628404-1628973-1630540-,J. Clarkson - O. Anunoby - J. Hart - J. Brunson - M. McBride,1610612752,NYK,1,1,0,1.0,1.0,200.0,100.0,200.0,200.0,0.0,-100.0,1.0,0.0,20.0,1.0,0.0,1.0,0.0,0.333,0.333,48.0,72.0,60.0,2,0.5,243,163,1,1,451,268,538,506,1,258,161,1,441,1,1,384,412,585,291,3000
Lineups,-203903-1628384-1628404-1629013-1630540-,J. Clarkson - O. Anunoby - J. Hart - L. Shamet - M. McBride,1610612752,NYK,1,0,1,0.0,1.0,0.0,0.0,166.7,166.7,-166.7,-166.7,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,88.9,106.67,88.89,3,-0.25,243,442,270,442,415,464,509,565,396,258,396,331,1,414,1,447,464,267,541,4050
Lineups,-203903-1628384-1628404-1629013-1642278-,J. Clarkson - O. Anunoby - J. Hart - L. Shamet - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,87.2,100.0,173.6,166.7,-86.4,-66.7,1.0,1.0,25.0,0.0,1.0,0.5,0.333,0.75,0.615,116.7,110.77,92.31,3,0.167,243,163,1,1,421,268,509,476,1,151,86,331,1,259,530,98,212,217,432,3900
Lineups,-203903-1628384-1628404-1628969-1630540-,J. Clarkson - O. Anunoby - J. Hart - M. Bridges - M. McBride,1610612752,NYK,1,0,1,0.0,1.0,123.0,150.0,200.0,200.0,-77.0,-50.0,1.0,1.0,33.3,0.0,0.0,0.0,0.5,1.0,1.042,64.3,56.1,46.75,2,0.75,243,442,270,442,425,90,538,449,1,151,24,331,441,485,559,16,20,592,143,3850
Lineups,-203903-1628384-1628404-1629011-1630540-,J. Clarkson - O. Anunoby - J. Hart - M. Robinson - M. McBride,1610612752,NYK,1,0,1,0.0,1.0,154.6,150.0,217.4,200.0,-62.8,-50.0,0.5,0.0,16.7,0.5,0.0,0.5,0.0,0.625,0.615,107.4,113.26,94.38,4,0.263,243,442,270,442,397,90,538,449,283,258,243,92,441,259,1,165,212,193,412,4450
Lineups,-203903-1628384-1628969-1628973-1629013-,J. Clarkson - O. Anunoby - M. Bridges - J. Brunson - L. Shamet,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,63.2,94.74,78.95,1,-1.0,243,163,1,1,477,464,252,506,396,258,396,331,441,485,585,447,464,459,566,2280
Lineups,-203903-1628384-1628969-1628973-1641998-,J. Clarkson - O. Anunoby - M. Bridges - J. Brunson - T. Jemison III,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,117.6,88.16,73.47,2,-3.0,243,163,1,1,467,464,584,587,396,258,396,1,441,1,585,447,464,530,588,2450
Lineups,-203903-1628384-1628969-1629013-1642278-,J. Clarkson - O. Anunoby - M. Bridges - L. Shamet - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,77.4,77.42,64.52,1,0.0,243,163,1,1,498,464,1,249,396,258,396,1,1,1,1,447,464,574,459,1860
Lineups,-203903-1628384-1630540-1630574-1642278-,J. Clarkson - O. Anunoby - M. McBride - A. Hukporti - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,138.9,133.3,159.6,150.0,-20.7,-16.7,1.0,1.0,25.0,0.0,0.0,0.0,0.333,1.0,1.064,100.8,105.88,88.24,3,0.6,243,163,1,1,441,134,485,387,1,151,86,331,441,485,530,16,17,276,216,3400
Lineups,-1628404-1628973-1629013-1630574-1630631-,J. Hart - J. Brunson - L. Shamet - A. Hukporti - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,100.0,100.0,66.7,66.7,33.3,33.3,1.0,0.0,33.3,0.0,1.0,0.5,0.0,0.5,0.5,126.3,126.32,105.26,2,0.6,243,163,1,1,454,268,158,149,1,258,24,331,1,259,1,259,319,104,216,2850
Lineups,-1628404-1629013-1630574-1642278-1642885-,J. Hart - L. Shamet - A. Hukporti - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,113.6,100.0,-113.6,-100.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,58.9,62.61,52.17,1,1.667,243,163,1,1,473,464,252,506,396,258,396,92,441,259,1,447,464,589,25,2300
Lineups,-1628404-1628969-1628973-1629013-1631110-,J. Hart - M. Bridges - J. Brunson - L. Shamet - J. Sochan,1610612752,NYK,1,1,0,1.0,1.0,150.0,150.0,0.0,0.0,150.0,150.0,1.0,0.0,33.3,0.0,1.0,0.5,0.0,0.75,0.75,98.2,130.91,109.09,2,1.5,243,163,1,1,484,90,1,12,1,258,24,331,1,259,1,98,107,89,28,2200
Lineups,-1628404-1628969-1628973-1629013-1642885-,J. Hart - M. Bridges - J. Brunson - L. Shamet - M. Diawara,1610612752,NYK,2,1,1,0.5,1.0,200.0,200.0,107.4,100.0,92.6,100.0,0.333,0.0,25.0,0.0,0.5,0.5,0.0,1.0,1.0,160.1,168.22,140.19,3,0.692,140,163,270,351,407,16,252,41,366,258,86,331,378,259,1,16,27,55,176,4280
Lineups,-1628404-1628969-1628973-1629013-1630540-,J. Hart - M. Bridges - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,2,2,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.0,65.3,163.27,136.05,3,-0.667,140,81,1,1,483,464,1,249,396,258,396,331,378,414,1,447,464,59,561,2205
Lineups,-1628404-1628969-1628973-1630540-1631110-,J. Hart - M. Bridges - J. Brunson - M. McBride - J. Sochan,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,1.0,0.333,0.0,0.0,0.0,116.8,194.59,162.16,3,0.0,243,163,1,1,499,464,252,506,396,258,396,331,1,414,1,447,464,40,459,1850
Lineups,-1628404-1628969-1630540-1630574-1642278-,J. Hart - M. Bridges - M. McBride - A. Hukporti - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,138.9,133.3,-138.9,-133.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,137.8,141.18,117.65,2,-1.5,243,163,1,1,463,464,441,549,396,258,396,331,441,485,559,447,464,73,579,2550
Lineups,-1628404-1629011-1629013-1630631-1642885-,J. Hart - M. Robinson - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.333,0.0,0.333,0.0,0.0,0.0,67.5,90.0,75.0,2,-1.667,243,163,1,1,446,464,252,506,396,258,396,206,441,414,1,447,464,514,581,3200
Lineups,-1626157-1627824-1628969-1628973-1642278-,K. Towns - G. Yabusele - M. Bridges - J. Brunson - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,208.3,200.0,66.7,50.0,141.7,150.0,0.5,0.0,25.0,0.0,1.0,1.0,0.0,1.0,1.042,102.0,121.45,101.2,3,1.0,243,163,1,1,412,16,108,12,283,258,86,331,1,1,1,16,20,124,56,4150
Lineups,-1626157-1627824-1630540-1641755-1642278-,K. Towns - G. Yabusele - M. McBride - K. McCullar Jr. - T. Kolek,1610612752,NYK,1,0,1,0.0,1.0,277.8,266.7,115.7,125.0,162.0,141.7,1.0,0.0,40.0,0.0,0.667,0.667,0.0,1.5,1.389,118.1,114.81,95.67,3,0.88,243,442,270,442,402,6,412,16,1,258,12,331,296,103,1,1,4,185,109,4390
Lineups,-1626157-1628973-1629011-1629013-1630631-,K. Towns - J. Brunson - M. Robinson - L. Shamet - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,200.0,200.0,75.8,100.0,124.2,100.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,107.8,92.9,77.42,1,2.0,243,163,1,1,509,16,252,41,1,258,1,331,441,485,1,16,27,480,15,1550
Lineups,-1626157-1628404-1628973-1629013-1630631-,K. Towns - J. Hart - J. Brunson - L. Shamet - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,212.8,200.0,-212.8,-200.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,88.2,91.91,76.6,1,-0.714,243,163,1,1,471,464,538,572,396,258,396,92,441,259,1,447,464,488,562,2350
Lineups,-1626157-1628404-1628973-1629011-1629013-,K. Towns - J. Hart - J. Brunson - M. Robinson - L. Shamet,1610612752,NYK,1,0,1,0.0,1.0,125.0,125.0,103.1,100.0,21.9,25.0,1.0,2.0,28.6,0.5,1.0,0.667,0.25,0.625,0.625,141.8,144.0,120.0,4,0.579,243,442,270,442,418,166,252,174,1,75,55,92,1,103,479,165,199,71,245,4000
Lineups,-1626157-1628404-1628973-1642278-1642885-,K. Towns - J. Hart - J. Brunson - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,200.0,100.0,250.0,250.0,-50.0,-150.0,1.0,0.0,33.3,0.0,0.0,0.0,0.0,1.0,1.0,88.2,117.55,97.96,2,0.333,243,163,1,1,467,268,579,558,1,258,24,331,441,485,1,16,27,165,380,2450
Lineups,-1626157-1628404-1629013-1630631-1631110-,K. Towns - J. Hart - L. Shamet - J. Alvarado - J. Sochan,1610612752,NYK,1,0,1,0.0,1.0,133.3,133.3,100.0,66.7,33.3,66.7,0.5,0.0,20.0,0.5,0.0,0.5,0.0,0.5,0.5,105.9,127.06,105.88,3,0.583,243,442,270,442,441,134,158,85,283,258,161,92,441,259,1,259,319,100,241,3400
Lineups,-1626157-1628404-1629013-1630540-1642885-,K. Towns - J. Hart - L. Shamet - M. McBride - M. Diawara,1610612752,NYK,1,0,1,0.0,1.0,75.0,75.0,66.7,66.7,8.3,8.3,0.0,0.0,0.0,0.0,1.0,1.0,0.75,1.5,1.5,121.4,121.45,101.2,4,0.333,243,442,270,442,412,377,158,230,396,258,396,331,1,1,584,1,1,124,380,4150
Lineups,-1626157-1628404-1628969-1628973-1630631-,K. Towns - J. Hart - M. Bridges - J. Brunson - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,138.9,133.3,150.0,100.0,-11.1,33.3,0.0,0.0,0.0,0.5,1.0,0.75,0.0,0.333,0.515,80.8,99.31,82.76,3,0.6,243,163,1,1,403,134,252,149,396,258,396,92,1,72,1,384,308,395,216,4350
Lineups,-1626157-1628404-1628969-1642278-1642885-,K. Towns - J. Hart - M. Bridges - T. Kolek - M. Diawara,1610612752,NYK,3,2,1,0.667,1.0,200.0,133.3,100.0,75.0,100.0,58.3,0.5,0.0,25.0,0.0,0.667,0.667,0.0,1.0,1.0,96.0,134.4,112.0,3,0.8,92,81,270,304,430,134,184,103,283,258,86,331,296,103,1,16,27,82,126,3750
Lineups,-1626157-1628969-1628973-1629013-1630540-,K. Towns - M. Bridges - J. Brunson - L. Shamet - M. McBride,1610612752,NYK,2,2,0,1.0,1.0,159.6,100.0,300.0,300.0,-140.4,-200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.798,90.2,125.22,104.35,3,0.5,140,81,1,1,473,268,584,572,396,258,396,331,441,485,1,16,99,111,291,2300
Lineups,-1626157-1628969-1628973-1630540-1642885-,K. Towns - M. Bridges - J. Brunson - M. McBride - M. Diawara,1610612752,NYK,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.5,0.0,0.0,110.8,110.77,92.31,2,0.0,243,442,270,442,459,464,1,249,396,258,396,331,1,103,559,447,464,222,459,2600
Lineups,-1626157-1628969-1628973-1629011-1642278-,K. Towns - M. Bridges - J. Brunson - M. Robinson - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,144.9,133.3,75.0,100.0,69.9,33.3,0.0,0.0,0.0,1.0,0.667,0.75,0.0,0.5,0.532,110.6,98.18,81.82,3,1.333,243,163,1,1,399,134,252,149,396,258,396,1,296,72,1,259,297,415,32,4400
Lineups,-1626157-1628969-1629013-1642278-1642885-,K. Towns - M. Bridges - L. Shamet - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,250.0,166.7,133.3,133.3,116.7,33.3,0.5,0.0,16.7,1.0,1.0,1.0,0.0,0.625,0.625,94.7,113.68,94.74,3,0.6,243,163,1,1,427,64,441,149,283,258,243,1,1,1,1,165,199,191,216,3800
Lineups,-1626157-1628969-1629011-1642278-1642885-,K. Towns - M. Bridges - M. Robinson - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.667,0.0,0.0,0.0,63.5,84.71,70.59,2,-1.0,243,163,1,1,441,464,1,249,396,258,396,331,1,103,1,447,464,546,566,3400
Lineups,-1626157-1629011-1629013-1630631-1642885-,K. Towns - M. Robinson - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,200.0,100.0,53.2,50.0,146.8,50.0,1.0,0.0,20.0,1.0,1.0,1.0,0.0,0.333,0.333,53.2,73.85,61.54,2,-1.0,243,163,1,1,421,268,108,111,1,258,161,1,1,1,1,384,412,581,566,3900
Lineups,-1626157-1628384-1628973-1630540-1641755-,K. Towns - O. Anunoby - J. Brunson - M. McBride - K. McCullar Jr.,1610612752,NYK,1,0,1,0.0,1.0,250.0,250.0,116.3,133.3,133.7,116.7,0.0,0.0,0.0,0.0,0.667,0.667,0.0,1.25,1.25,122.4,112.5,93.75,2,0.706,243,442,270,442,446,7,441,29,396,258,396,331,296,103,1,8,8,200,170,3200
Lineups,-1626157-1628384-1628973-1629011-1642885-,K. Towns - O. Anunoby - J. Brunson - M. Robinson - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,100.0,100.0,0.0,0.0,100.0,100.0,1.0,0.0,33.3,0.0,0.0,0.0,0.0,0.5,0.5,139.4,185.81,154.84,2,2.0,243,163,1,1,509,268,1,41,1,258,24,331,441,485,1,259,319,46,15,1550
Lineups,-1626157-1628384-1628404-1628973-1642278-,K. Towns - O. Anunoby - J. Hart - J. Brunson - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,200.0,200.0,43.1,50.0,156.9,150.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,99.6,90.0,75.0,1,3.0,243,163,1,1,469,16,108,12,1,258,1,331,441,485,1,16,27,513,7,2400
Lineups,-1626157-1628384-1628404-1629013-1642278-,K. Towns - O. Anunoby - J. Hart - L. Shamet - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,126.9,126.87,105.73,2,0.5,243,163,1,1,478,464,1,249,396,258,396,331,1,1,585,447,464,102,291,2270
Lineups,-1626157-1628384-1641755-1642278-1642885-,K. Towns - O. Anunoby - K. McCullar Jr. - T. Kolek - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,200.0,200.0,212.8,200.0,-12.8,0.0,1.0,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,82.9,86.4,72.0,1,0.286,243,163,1,1,466,16,538,249,1,258,1,331,441,485,1,16,27,539,400,2500
Lineups,-1626157-1628384-1629013-1630631-1631110-,K. Towns - O. Anunoby - L. Shamet - J. Alvarado - J. Sochan,1610612752,NYK,1,0,1,0.0,1.0,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,92.7,123.61,103.0,2,-0.8,243,442,270,442,472,464,252,506,396,258,396,331,441,485,559,447,464,118,563,2330
Lineups,-1626157-1628384-1628969-1641755-1642278-,K. Towns - O. Anunoby - M. Bridges - K. McCullar Jr. - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,138.9,133.3,266.0,250.0,-127.1,-116.7,1.0,0.0,25.0,0.0,0.0,0.0,0.0,0.5,0.694,92.6,97.3,81.08,3,0.333,243,163,1,1,431,134,579,542,1,258,86,331,441,485,1,259,141,423,380,3700
Lineups,-1626157-1628384-1628969-1630540-1642278-,K. Towns - O. Anunoby - M. Bridges - M. McBride - T. Kolek,1610612752,NYK,2,1,1,0.5,1.0,106.4,100.0,123.0,150.0,-16.6,-50.0,0.0,0.0,0.0,0.5,1.0,0.667,0.0,0.0,0.347,109.1,101.05,84.21,2,0.111,140,163,270,351,454,268,485,449,396,258,396,92,1,103,1,447,405,363,447,2850
Lineups,-1626157-1628384-1630540-1641755-1642278-,K. Towns - O. Anunoby - M. McBride - K. McCullar Jr. - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,166.7,166.7,217.4,200.0,-50.7,-33.3,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.833,0.833,133.8,139.35,116.13,3,0.364,243,163,1,1,449,64,538,417,1,258,12,331,441,485,1,72,79,77,365,3100
Lineups,-1629013-1630540-1642278-1642359-1642885-,L. Shamet - M. McBride - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,300.0,300.0,-300.0,-300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.2,92.31,76.92,1,0.0,243,163,1,1,508,464,584,587,396,258,396,331,441,485,1,447,464,485,459,1560
Lineups,-1628969-1628973-1629011-1641755-1642278-,M. Bridges - J. Brunson - M. Robinson - K. McCullar Jr. - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,128.9,125.0,75.0,100.0,53.9,25.0,1.0,1.0,16.7,0.5,0.667,0.6,0.25,0.5,0.644,133.8,118.87,99.06,4,1.0,243,163,1,1,409,166,252,174,1,151,243,92,296,167,479,259,178,155,56,4240
Lineups,-1628969-1628973-1629011-1629013-1631110-,M. Bridges - J. Brunson - M. Robinson - L. Shamet - J. Sochan,1610612752,NYK,1,0,1,0.0,1.0,100.0,66.7,100.0,66.7,0.0,0.0,1.0,0.0,25.0,0.0,1.0,0.5,0.0,0.5,0.5,65.5,98.18,81.82,3,0.6,243,442,270,442,399,394,158,249,1,258,86,331,1,259,1,259,319,415,216,4400
Lineups,-1628969-1628973-1629011-1630540-1642885-,M. Bridges - J. Brunson - M. Robinson - M. McBride - M. Diawara,1610612752,NYK,2,0,2,0.0,1.0,0.0,0.0,212.8,133.3,-212.8,-133.3,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,78.0,108.27,90.23,1,-1.4,140,442,499,442,457,464,441,549,396,258,396,92,441,259,1,447,464,247,578,2660
Lineups,-1628969-1631110-1642278-1642359-1642885-,M. Bridges - J. Sochan - T. Kolek - P. Dadiet - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,166.7,166.7,100.0,100.0,66.7,66.7,0.5,0.0,25.0,0.0,1.0,0.667,0.0,0.833,0.833,120.0,120.0,100.0,3,0.714,243,163,1,1,434,64,252,85,283,258,86,331,1,103,1,72,79,142,163,3600
Lineups,-1628384-1628404-1628973-1629013-1642885-,O. Anunoby - J. Hart - J. Brunson - L. Shamet - M. Diawara,1610612752,NYK,1,0,1,0.0,1.0,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.2,126.32,105.26,1,-0.5,243,442,270,442,505,464,252,506,396,258,396,331,441,485,1,447,464,103,554,1710
Lineups,-1628384-1628404-1628973-1629011-1630631-,O. Anunoby - J. Hart - J. Brunson - M. Robinson - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,90.4,75.0,208.3,150.0,-118.0,-75.0,0.0,0.0,0.0,0.75,0.0,0.75,0.25,0.0,0.347,114.5,147.69,123.08,4,-0.143,243,163,1,1,421,377,485,488,396,258,396,49,441,72,479,447,405,67,532,3900
Lineups,-1628384-1628404-1629013-1630574-1642278-,O. Anunoby - J. Hart - L. Shamet - A. Hukporti - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,200.0,66.7,138.9,133.3,61.1,-66.7,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.5,76.5,118.36,98.63,3,0.273,243,163,1,1,432,394,441,476,396,258,396,92,441,259,1,259,319,158,407,3650
Lineups,-1628384-1628404-1629013-1630540-1630574-,O. Anunoby - J. Hart - L. Shamet - M. McBride - A. Hukporti,1610612752,NYK,1,0,1,0.0,1.0,0.0,0.0,100.0,100.0,-100.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,96.0,80.0,1,-0.2,243,442,270,442,479,464,252,506,396,258,396,331,441,485,1,447,464,438,536,2250
Lineups,-1628384-1628404-1629011-1629013-1630631-,O. Anunoby - J. Hart - M. Robinson - L. Shamet - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,208.3,200.0,100.0,100.0,108.3,100.0,0.5,0.0,25.0,0.0,1.0,1.0,0.0,1.0,1.042,119.3,121.69,101.41,3,1.0,243,163,1,1,439,16,252,41,283,258,86,331,1,1,1,16,20,122,56,3550
Lineups,-1628384-1629013-1630540-1641998-1642278-,O. Anunoby - L. Shamet - M. McBride - T. Jemison III - T. Kolek,1610612752,NYK,1,1,0,1.0,1.0,150.0,150.0,200.0,100.0,-50.0,50.0,1.0,1.0,25.0,1.0,0.0,1.0,0.5,0.75,0.75,74.5,99.31,82.76,2,0.556,243,163,1,1,452,90,252,111,1,151,86,1,441,1,559,98,107,399,262,2900
Lineups,-1628384-1628969-1628973-1629013-1642885-,O. Anunoby - M. Bridges - J. Brunson - L. Shamet - M. Diawara,1610612752,NYK,2,2,0,1.0,1.0,113.6,100.0,0.0,0.0,113.6,100.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.568,80.5,111.84,93.2,1,0.0,140,81,1,1,462,268,1,41,396,258,396,331,1,1,1,447,260,206,459,2575
Lineups,-1628384-1628969-1629013-1630574-1630631-,O. Anunoby - M. Bridges - L. Shamet - A. Hukporti - J. Alvarado,1610612752,NYK,1,1,0,1.0,1.0,123.0,100.0,100.0,100.0,23.0,0.0,1.0,0.0,25.0,0.0,1.0,0.5,0.0,0.5,0.615,79.9,90.0,75.0,3,1.0,243,163,1,1,418,268,252,249,1,258,86,331,1,259,1,259,212,509,56,4000
Lineups,-1628384-1628969-1629013-1630631-1642885-,O. Anunoby - M. Bridges - L. Shamet - J. Alvarado - M. Diawara,1610612752,NYK,1,1,0,1.0,1.0,0.0,0.0,200.0,100.0,-200.0,-100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.5,98.18,81.82,1,-2.0,243,163,1,1,484,464,252,506,396,258,396,331,441,485,1,447,464,412,583,2200
